"code_bss_old","code_bss_new","point_name","code_insee","lon","lat","altitude","nb_results_ades_all_params","year_min","year_max","nb_parameters","nb_results","info_up_date"
"03366X0015/2PAEP","BSS000YQAZ","LES GREVETS STATION DE POMPAGE","52141",5.14076651372017,48.1489721447697,245.00,25102,2002,2024,35,886,"2024-10-31"
"03371X0002/SAEP","BSS000YQFK","TROIS FONTAINES(ECOT-LA-COMBE-52)","52183",5.39710641867292,48.202769811751,305.00,24211,1998,2024,35,858,"2024-10-31"
"03642X0094/F3","BSS001AGRL","SOURCE ELENA - FORAGE 3","45069",2.29534899635593,48.0429373676772,125.00,10017,2007,2024,34,291,"2024-10-31"
"03674X0001/PUITS","BSS001AQJB","SOURCE DE VILLEPIED(BUSSY-EN-OTHE-89)","89059",3.5399969002281,48.0211243115466,150.00,75297,1990,2024,35,2148,"2024-10-31"
"03677X0006/FORAGE","BSS001AQPT","(VILLEMER-89)","89457",3.47958598848075,47.9120051105205,127.00,29010,2000,2024,34,974,"2024-10-31"
"03677X0056/F1","BSS001AQRU","FORAGES DES SABLES DE L'ALBIEN N.1(EPINEAU-LES-VOVES-89)","89152",3.47989645806567,47.9449199042593,84.00,25985,1992,2024,35,976,"2024-10-31"
"03678X0055/AEP","BSS001AQUM","PUITS DU CROT AUX MOINES(BEAUMONT-89)","89031",3.53593032536787,47.9189060404914,90.00,29671,1997,2024,34,1025,"2024-10-31"
"03688X1004/PUITS","BSS001ARPV","PUITS DES CARAIS(FLOGNY-LA-CHAPELLE-89)","89169",3.86901440768934,47.9436195081061,119.00,29144,1990,2024,35,1060,"2024-10-31"
"03691X0031/FAEPE4","BSS001ARSS","LES PRES BAS(TURGY-10)","10388",4.03270343633332,48.0174576107571,145.00,36661,1993,2024,35,1112,"2024-10-31"
"03703X0003/S1","BSS001ASBN","CAPTAGE DE SERVIGNY(ESSOYES-10)","10141",4.50752859149763,48.0517221430482,176.00,39600,1993,2024,35,1245,"2024-10-31"
"03726X0045/SAEP","BSS001ATCD","COMBE GRAND CHAMP(VILLIERS-SUR-SUIZE-52)","52538",5.21425395126786,47.9672106744588,390.00,27671,2005,2024,35,942,"2024-10-31"
"03994X0081/FAEP","BSS001CHGS","ST LAZARE(LORRIS-45)","45187",2.51541442723203,47.8794811791922,131.33,14254,1993,2024,35,536,"2024-10-31"
"04004X0147/FAEP","BSS001CKHP","LA RONCE - CHATEAU D'EAU(SAINTE-GENEVIEVE-DES-BOIS-45)","45278",2.83728630866397,47.8257928741446,138.10,8741,1998,2024,35,476,"2024-10-31"
"04352X0006/SOURCE","BSS001EAJQ","SOURCE RONDE - PARC MUNICIPAL DES ILES(VERMENTON-89)","89441",3.72726699983003,47.6646575662309,114.00,73976,1992,2024,35,2015,"2024-10-31"
"04373X0026/SOURCE","BSS001EBVZ","SCE DE LA GRANDE FONTAINE(VILLAINES-EN-DUESMOIS-21)","21685",4.54378456779053,47.6679597996175,340.00,73081,1998,2024,35,1948,"2024-10-31"
"04377X0029/SOURCE","BSS001ECEP","SCE Captage de HAUT NIBAT(BUSSY-LE-GRAND-21)","21122",4.51412735950594,47.5846597039008,320.00,72933,1998,2024,35,1958,"2024-10-31"
"04976X0017/ETUDE","BSS001HXCU","LA HAYE(MONTSAUCHE-LES-SETTONS-58)","58180",4.08125972461631,47.1912255388575,600.00,26618,1986,2024,35,1099,"2024-10-31"
"01578X0002/SAEP","BSS000LUKC","LE MONT ROLAND(MOSLINS-51)","51387",3.91652012041408,48.9635945329866,203.00,34840,1999,2024,35,878,"2024-10-31"
"01612X0002/SCE","BSS000LYXS","ROUVY(DOMBASLE-EN-ARGONNE-55)","55155",5.20636556011504,49.1383830060737,243.00,31263,1995,2024,35,1177,"2024-10-31"
"01753X0009/C1","BSS000MPPM","LE GOUTIL - HAMEAU DE LA CHAISSE, SYNDICAT LA SUISSE NORMANDE (CLECY)","14162",-0.490828256267404,48.9243255189033,37.42,37229,1994,2024,35,1017,"2024-10-31"
"01785X0003/P1","BSS000MRJC","SOURCE SAINT-AUBIN(LE SAP-ANDRE-61)","61461",0.374450957491989,48.8306379006747,244.00,31422,1998,2022,25,771,"2024-10-31"
"01812X0006/F","BSS000MTKK","(DAMMARTIN-EN-SERVE-78)","78192",1.61351254057058,48.9041258412773,133.00,14627,1988,2024,35,630,"2024-10-31"
"01823X0061/HY","BSS000MUVR","RUELLE DE LA MAIRIE(VILLENNES-SUR-SEINE-78)","78672",1.9968654071291,48.9400829929421,30.00,31288,2000,2024,34,901,"2024-10-31"
"01824X0184/P9","BSS000MVJP","CHAMP-CAPTANT DU SYNDICAT CHEMIN VICINAL 7(CROISSY-SUR-SEINE-78)","78190",2.12823562456834,48.8771973341165,28.32,24351,1989,2023,35,835,"2024-10-31"
"01858X0011/P1","BSS000PQJR","600 M AU N.O. DE LA MAIRIE RIVE GAUCHE AU RU DES AVENELLES(DOUE-77)","77162",3.15892625963456,48.8699184641895,140.00,74395,1997,2024,35,2105,"2024-10-31"
"01882X0020/P","BSS000PTCP","PUITS Captage de DU SYNDICAT(VOUZY-51)","51655",4.10352607941399,48.9172336396165,95.00,26410,2000,2024,35,940,"2024-10-31"
"01892X0008/PU","BSS000PUMA","PUITS PRIVÉ(CHEPY-51)","51149",4.44141114811109,48.8994576441081,87.00,32629,2007,2024,34,909,"2024-10-31"
"01898X0020/PAEP","BSS000PVGQ","STATION DE POMPAGE(SAINT-AMAND-SUR-FION-51)","51472",4.606728,48.815625,127.00,31009,2002,2024,35,1009,"2024-10-31"
"01905X0024/PAEP","BSS000PVTQ","CHATEAU D'EAU(HEILTZ-L'EVEQUE-51)","51290",4.74133319869115,48.7807138519141,110.00,34455,1999,2024,35,1069,"2024-10-31"
"01907X0020/FAEP","BSS000PWAX","LES BERNARSSARDS(REMMENECOURT-55)","51531",4.91270456675654,48.7931213599623,129.00,26776,2000,2024,35,902,"2024-10-31"
"01913X0013/F","BSS000PWNU","LIEU-DIT LE CHAMP MAILLA F1(COURCELLES-SUR-AIRE-55)","55128",5.23244555719732,48.9406783640378,230.00,20646,1993,2018,25,836,"2024-10-31"
"01917X0003/HY","BSS000PWWK","SOURCE DES CANAUX (LOISEY-CULEY-55)","55298",5.28047165169826,48.7850862069678,289.00,32783,1996,2024,35,974,"2024-10-31"
"02084X0014/HY","BSS000RAYB","LA GILBERDIERE(SARTILLY-50)","50565",-1.46139151315542,48.7468503359085,99.00,35732,1982,2024,35,1126,"2024-10-31"
"02091X0002/S2","BSS000RBCZ","LA LOUVETIERE(LOLIF-50)","50276",-1.39413090702531,48.7459144129974,77.00,33832,1984,2024,35,1035,"2024-10-31"
"02102X0024/S6","BSS000RCGJ","STATION DE POMPAGE (nouveau forage de la Charterie)(VENGEONS-50)","50625",-0.926595714638296,48.7558915611349,298.00,37849,1993,2024,35,1156,"2024-10-31"
"02106X0018/C2","BSS000RCRN","PRE CREUX(MORTAIN-50)","50359",-0.931780783400464,48.6389262438631,183.00,34888,1982,2024,34,1057,"2024-10-31"
"02133X0012/F-AEP9","BSS000REEU","LA FRESTINIERE(SAINT-GERMAIN-DE-CLAIREFEUILLE-61)","61393",0.242681619128723,48.7165806217051,196.00,27115,1999,2024,35,962,"2024-10-31"
"02183X0124/F1","BSS000RJGV","NOUVEAU FORAGE D'EMBOUTEILLAGE(SAINT-LAMBERT-78)","78561",2.01448330912181,48.7320588333793,139.00,6978,2007,2024,34,261,"2024-10-31"
"02185X0059/F","BSS000RJPX","NOUE PLATE(GAZERAN-78)","78269",1.80204290738358,48.6253046685638,164.00,34711,1999,2024,35,1023,"2024-10-31"
"02201X0072/F2","BSS000RPHG","LA FOSSE AU COCHON A 150 M AU S.E DU PASSAGE A NIVEAU(MANDRES-LES-ROSE","94047",2.55893792482088,48.7085414498763,93.00,711,2021,2021,21,21,"2024-10-31"
"02208X0005/HY","BSS000RRMN","SOURCE LE PECQUEUX(AUBEPIERRE-OZOUER-LE-REPOS-77)","77010",2.85525573455326,48.6269128650472,97.50,71985,2000,2024,34,1938,"2024-10-31"
"02222X0019/F1","BSS000RTAX","HAMEAU DES FONTAINES CAPTAGE COMMUNAL(CERNEUX-77)","77066",3.36122741060433,48.6974067523467,152.00,69368,2002,2023,35,1818,"2024-10-31"
"02247X0001/FAEP1","BSS000RWHH","STATION DE POMPAGE(MAILLY-LE-CAMP-10)","10216",4.19595363172356,48.677298934179,132.00,38824,1993,2024,35,1152,"2024-10-31"
"02251X0001/FAEP","BSS000RWPC","STATION POMPAGE(COOLE-51)","51167",4.39567456636636,48.7391711701442,154.00,35625,1995,2024,35,1087,"2024-10-31"
"02257X0018/F1","BSS000RXHG","CHÂTEAU D'EAU(ARZILLIERES-NEUVILLE-51)","51017",4.58503970411122,48.6430785115331,144.90,8004,1999,2024,35,377,"2024-10-31"
"02261X0080/F2","BSS000RXTM","RUE DU CHÂTEAU-D'EAU(HAUSSIGNEMONT-51)","51284",4.7494323077063,48.7174716596011,131.00,9765,2005,2024,34,323,"2024-10-31"
"02264X1009/P","BSS000RYEY","NOUVEAU PUITS Captage de(TROIS-FONTAINE-L'ABBAYE-51)","51583",4.95941029014395,48.7076990472181,168.00,38981,1999,2024,35,1088,"2024-10-31"
"02267X0032/PAEP","BSS000RYVA","STATION DE POMPAGE GARENNE DE PERTHES(HALLIGNICOURT-52)","52235",4.87653717535075,48.6488074779309,134.00,31241,1998,2024,35,969,"2024-10-31"
"02268X0079/CHANC1","BSS000RZGG","LE FOURNEAU(CHANCENAY-52)","52104",5.0017032661399,48.6697337349685,165.00,33264,1998,2024,35,1026,"2024-10-31"
"02273X0010/HY","BSS000RZYN","SOURCE DE LA CHAROTTE(LOISEY-CULEY-55)","55298",5.2599708660478,48.7646319172288,249.00,27303,1992,2024,35,1077,"2024-10-31"
"02273X0013/HY","BSS000RZYR","VAU DURANT: FONTAINE DE GUERPONT(GUERPONT-55)","55221",5.25143755091205,48.7165236683589,230.00,32481,1993,2024,35,1070,"2024-10-31"
"02601X0025/S1","BSS000UEBY","CC VILLE DE PARIS(ROUILLY-77)","77391",3.2777423206776,48.5857107051218,96.10,80156,1996,2024,35,2379,"2024-10-31"
"02604X0097/VS0380","BSS000UFAS","NOUVELLE STATION DE POMPAGE(BARBUISE-10)","10031",3.58179064577527,48.5419087578211,65.00,24446,2008,2022,34,597,"2024-10-31"
"02613X0071/PUITS","BSS000UHPR","LA NOUE D'AVAL(GRANGES-SUR-AUBE-51)","51279",3.849389,48.576272,74.00,13194,1999,2024,35,503,"2024-10-31"
"02636X0011/PAEP","BSS000ULRG","STATION DE POMPAGE CHAMP PAIN BLANC(LESMONT-10)","10193",4.42672865906707,48.4369688521794,107.00,36040,1994,2024,35,1062,"2024-10-31"
"02654X0006/F3","BSS000UNAU","VAL ROLOT - ANCIEN FORAGE CAPTAGE DE(RIBEAUCOURT-55)","55430",5.35340285592204,48.549620211235,296.00,26507,2007,2024,34,872,"2024-10-31"
"02657X0030/F2","BSS000UNJP","CAPTAGES DE MASSONFOSSE(ECHENAY-52)","52181",5.2981129848314,48.4674720378894,299.00,26390,2000,2024,35,963,"2024-10-31"
"02662X0009/F","BSS000UNUK","STATION DE POMPAGE ALLUVIALE(GONDRECOURT-LE-CHATEAU-55)","55215",5.51071540444934,48.5100457734744,293.00,26055,1996,2024,35,1105,"2024-10-31"
"02951X0079/F","BSS000WFFT","USINE DU PONT DE MOSCOU(MONTEREAU-FAULT-YONNE-77)","77305",2.95946517129268,48.3783689563866,51.00,32042,2007,2024,34,889,"2024-10-31"
"02953X0108/F","BSS000WGDL","(CHATENAY-SUR-SEINE-77)","77101",3.09651115886519,48.4072981366295,51.25,36699,1996,2024,35,1157,"2024-10-31"
"02963X0006/FAEP","BSS000WHYV","CHATEAU D'EAU DU CHEMIN DE BRAY(TRAINEL-10)","10382",3.43465524684922,48.4100998897179,80.00,33300,1994,2024,35,1027,"2024-10-31"
"02982X0012/PAEP","BSS000WKVB","CHATEAU D'EAU(FEUGES-10)","10149",4.10450449649084,48.3964034768385,173.00,33978,1993,2024,35,1020,"2024-10-31"
"01878X0032/PAEP2","BSS000PSWQ","LES SCES - STATION DE POMPAGE(VERT-TOULON-51)","51611",3.91239821526439,48.8639001996504,147.00,36648,1999,2024,35,1044,"2024-10-31"
"02241X0006/PAEP","BSS000RVKD","CHATEAU D'EAU(EUVY-51)","51241",4.03740700958466,48.7221451712555,135.00,34286,1992,2024,35,1157,"2024-10-31"
"03787X0101/PMT","BSS001BAUD","ALLUVIONS DE LA PLAINE D'ALSACE À MEYENHEIM (TUBE PROFONDEUR 20M)","68266",7.38502397857407,47.8993014808619,212.02,25413,1980,2023,35,968,"2024-10-31"
"05375X0003/P","BSS001LFRP","HERBIERS (LES)-PUITS","85109",-1.00675102583495,46.8711848367483,102.51,17536,2011,2024,33,404,"2024-10-31"
"11172X0104/ARRO","BSS002NCRN","FORAGE BUTTALBA -SARROLA CARCOPINO 31-0","2A022",8.81314292213011,42.0942305058036,393.00,5296,2005,2024,35,205,"2024-10-31"
"04946X1002/F2","BSS001HVVG","LES SABLES","18110",2.97583999741462,47.2207914254754,155.00,27924,1993,2024,34,689,"2024-10-31"
"05206X0061/FAEP2","BSS001KKKY","LE DUREAU","18018",2.64485697817121,47.040008487129,155.00,26256,2003,2024,34,702,"2024-10-31"
"05653X0001/S1","BSS001MNDK","SOURCES DE SENEUIL (CHILLOU(LE) - 79)","79089",-0.110988647707637,46.7726744188752,99.61,40054,1991,2024,34,2127,"2024-10-31"
"05686X0018/F","BSS001MTEZ","CHATEAU D'EAU (ANGLES-SUR-L'ANGLIN - 86)","86004",0.884471152151011,46.7028159879995,118.00,19127,1994,2023,34,976,"2024-10-31"
"06108X0010/F","BSS001PHJT","AIFFRES2","79003",-0.412291228706829,46.2871726390517,24.59,18555,2001,2024,34,929,"2024-10-31"
"06135X0004/PUY-R","BSS001PRCH","Puy-Rabier (Magne - 86)","86141",0.387134663321145,46.3406431244164,113.00,22382,1990,2024,34,1202,"2024-10-31"
"03904X0001/P","BSS001BNWY","LA PLAINE","53024",-0.77412929255869,47.8265686510461,91.00,17312,1996,2024,34,707,"2024-10-31"
"05945X0002/HYAEP","BSS001NWAM","LES BERGERES  (LES GOUTEILLONS-SOURCE DES GOUTTES)","36061",1.86549159650487,46.499686413295,318.00,12875,1992,2024,34,430,"2024-10-31"
"10155X0107/F4","BSS002JBDR","LA MARSEILLETTE - FORAGE 4","34300",3.317489,43.428077,40.00,31572,2010,2024,35,697,"2024-10-31"
"01021X0044/HY","BSS000GVED","SOURCES DE L'AVELON","60611",1.85409711696197,49.4846206233481,132.00,22713,2014,2024,34,593,"2024-10-31"
"01314X0055/FAEP","BSS000KDFR",,"51569",3.95537038034391,49.2542116662781,95.00,22843,2004,2024,35,621,"2024-10-31"
"01424X0027/C2","BSS000KVBH","DU BAS MANOIR","50624",-1.45957189962903,49.0868533581193,80.00,25238,1982,2024,35,725,"2024-10-31"
"02131X0021/F2-93","BSS000RECL","LES QUATRE ACRES DU MOULIN - SONDAGE F2-93","61212",0.0274602859447855,48.7233752208729,157.00,22100,1998,2024,35,831,"2024-10-31"
"02548X0046/FAEP2","BSS000TUWC","LES BEGAUDES","28022",1.38075304599001,48.4706376936226,167.00,26068,1997,2024,35,740,"2024-10-31"
"02612X1004/PAEP1","BSS000UHGT","STATION DE POMPAGE NO1","10323",3.73572029680126,48.5248259039825,72.00,28426,1995,2024,35,779,"2024-10-31"
"02947X0042/THOMAS","BSS000WEHN","LA FONTAINE ST THOMAS","77202",2.78031905117599,48.3150066448385,57.90,29351,1996,2024,35,1029,"2024-10-31"
"02295X0014/P","BSS000SDAX","PUITS COMMUNAL 1 (FOUG -54)","54205",5.77949239090487,48.6724091525045,242.00,4690,2001,2023,14,481,"2024-10-31"
"03931X0006/F","BSS001BRDG","LES NOUES","72051",0.0656008209363403,47.8575511304775,43.00,12937,1988,2024,34,383,"2024-10-31"
"05312X0021/CN","BSS001KYCE","SOURCE DU DESSOUBRE","25161",6.60074224788289,47.1533498417004,598.00,11483,2014,2024,34,537,"2024-10-31"
"05535X0020/SOURCE","BSS001LXPP","SOURCE DE LA COMBE","71430",4.69501366821905,46.812584038915,265.00,26541,1997,2024,35,614,"2024-10-31"
"05536X0078/F1","BSS001LXUU","NAINGLET","71202",4.79496842843992,46.8374027848133,202.00,2935,2015,2018,26,117,"2024-10-31"
"07947X0044/P","BSS001XMGD","LA CROIX DES MARAIS","26271",4.8573051947723,45.0216511928222,132.00,30531,1992,2024,35,694,"2024-10-31"
"09132X0047/S","BSS002CLAW","SOURCE DE LA MARNADE","30175",4.44105283355649,44.2521456850708,95.00,10550,2015,2024,34,408,"2024-10-31"
"10447X0213/F-1","BSS002KZZH","COULIN - FORAGE PIGNOL","13042",5.64127382167278,43.2723077452974,135.00,15670,1999,2024,35,590,"2024-10-31"
"02647X0021/FAEP","BSS000UMQW","STATION DE POMPAGE","52321",4.8917201197001,48.4254504199065,169.00,8144,2005,2024,35,264,"2024-10-31"
"02521X0004/F","BSS000TTGG","COURPOTIN","61126",0.40326168713624,48.545249485327,163.00,6688,1998,2024,34,272,"2024-10-31"
"04193X0025/PD2","BSS001DJDS","MASSERAC PAIMBU PUITS 2","44092",-1.9275364562099,47.6838885425846,4.54,44580,1999,2024,34,1180,"2024-10-31"
"04824X0023/F","BSS001HEWD","FORAGE DU GRAND GARS ( LE FUILET - 49)","49145",-1.11868354250229,47.2741077441166,93.00,2680,2001,2024,33,162,"2024-10-31"
"05467X0092/PF","BSS001LSAP","ECOLE ST LOUP DES CHAUMES - 18","18221",2.38885552325952,46.8229457781796,162.55,1566,2023,2024,33,62,"2024-10-31"
"00124X0023/F1","BSS000ASUS","Forage de la brasserie Watteuw (Steenbecque) - 59","59578",2.50382433465254,50.6803729010881,31.00,0,,,0,0,"2024-10-31"
"00217X0068/P1","BSS000CFYF","Puits de Flines les Mortagne - 59","59238",3.49616484918038,50.4875729867391,15.00,0,,,0,0,"2024-10-31"
"00474X0078/F","BSS000EBXK","FOR 1","80231",2.80588696241168,49.9725859305223,67.00,18954,1980,2023,35,642,"2024-10-31"
"02911X0052/FAEP","BSS000VZHH","VOVELLES   N°2    (CROIX PIOT)","28122",1.51745594914218,48.3348705151108,152.00,30625,1985,2024,35,941,"2024-10-31"
"02981X0018/PAEP","BSS000WKQB","CHATEAU D'EAU","10349",3.98445960934404,48.3602584051096,115.70,16802,1994,2024,34,520,"2024-10-31"
"02998X0020/TRANN3","BSS000WPEB","DE LA FONTAINE BOURRIERES","10384",4.59073010352326,48.289791643014,148.00,11243,1993,2024,35,488,"2024-10-31"
"05995X0035/FORAG1","BSS001NYWA","LA BRUYÈRE","03253",3.64784501881482,46.4861978236258,248.00,9291,2013,2024,34,247,"2024-10-31"
"BSS003JBHE/X","BSS003JBHE",,"63332",3.27425166735333,46.0080440103509,316.00,6859,2019,2024,34,232,"2024-10-31"
"05273X0089/PUITS","BSS001KPTQ","PUITS LES CRAS","21239",5.29525379392167,47.1197371554013,181.00,44747,1997,2024,34,778,"2024-10-31"
"07476X0017/F","BSS001VTTR","LES ROUTES","38161",5.14107139516713,45.3975625252209,368.00,52976,1997,2024,35,1275,"2024-10-31"
"09648X0049/8S10","BSS002ESKR","CHAMP CAPTANT DE CANFERIN","30036",4.292578,43.775775,25.00,21058,1996,2024,35,539,"2024-10-31"
"09957X0017/HY","BSS002HBQW","LA TRACONNADE","13048",5.65536666906691,43.6304515883254,270.00,9327,1999,2024,35,361,"2024-10-31"
"10434X0063/F","BSS002KSNL","PUITS A ST JOSEPH AU LIEU DIT LES PINS","13055",5.3763105531141,43.3470719714835,84.36,3565,2022,2024,34,122,"2024-10-31"
"01112X0010/P1","BSS000HNEK","Alluvions de la Meuse à WISEPPE","55582",5.184365,49.457394,167.11,35343,1976,2023,35,1598,"2024-10-31"
"01113X0008/HY","BSS000HNGD","FONTAINE D'ARGENT","55410",5.29711612865967,49.4764382981606,215.00,41746,1973,2023,35,1829,"2024-10-31"
"01114X0044/HY","BSS000HNJW","CALCAIRES DU DOGGER DU B.P. À IRE-LE-SEC","55252",5.39216710968199,49.4785690074383,278.41,43687,1981,2023,35,1854,"2024-10-31"
"01117X0120/SCE","BSS000HPES","PUITS P2, Calcaires oxfordiens du B.P. à SIVRY-SUR-MEUSE","55490",5.26864564327371,49.3200373242659,184.00,42296,1999,2023,35,1741,"2024-10-31"
"01141X0015/F","BSS000HSHE","F2 BIS, Grès du Lias inférieur captif à HETTANGE-GRANDE","57323",6.14289774016819,49.4151170204571,202.00,11410,1984,2023,22,521,"2024-10-31"
"04458X0019/HY","BSS001EPVM","MARNES DE L'OLIGOCÈNE DU SUNDGAU À HEGENHEIM","68126",7.52867064645648,47.5605536458738,288.00,30938,1998,2023,35,1117,"2024-10-31"
"04461X0025/F","BSS001EQKL","ALLUVIONS DE LA PLAINE D'ALSACE À VILLAGE-NEUF","68349",7.56946029422508,47.6130354314521,241.00,30193,1997,2023,35,1211,"2024-10-31"
"01144X0015/HY","BSS000HSWS","SOURCE DE TUNTING, CALCAIRES DU MUSCHELKALK DE LORRAINE À MANDEREN2","57439",6.45031545523721,49.4519373487546,270.00,38853,2003,2023,35,1301,"2024-10-31"
"06898X0021/HY","BSS001SSDL","MONT NORD 1-2","87064",1.74892797483886,45.7203594965148,580.00,24880,1996,2024,35,804,"2024-10-31"
"06931X0050/HY","BSS001STQW","Source de Louchadière ( Saint-Ours - 63)","63381",2.91430174558234,45.8453405552675,870.00,24717,1997,2024,35,1169,"2024-10-31"
"06936X0202/604","BSS001SVSS","PUITS DE LA VACHERIE (ORCINES - 63)","63263",3.006205,45.771629,826.00,17066,1996,2023,35,661,"2024-10-31"
"07203X0165/CPT","BSS001UMVJ","FORAGE F1","42130",4.17400531155629,45.6727948774188,345.00,26319,1992,2024,34,809,"2024-10-31"
"07441X0004/CPT","BSS001VKXZ","Source de Bonnafonds (Chazelles-sur-Lavieu - 42)","42058",4.00210634793422,45.5361020528603,927.00,16418,2007,2024,34,510,"2024-10-31"
"07445X0049/CPT","BSS001VLLV","Forage de Sagne-Canor-Estivairelles (Chapelle-en-Lafaye - 42)","42050",3.98609191752534,45.432859614382,1036.00,19118,1997,2024,35,579,"2024-10-31"
"07662X0235/C","BSS001WJMV","Forage de Bageasse 3 (Brioude - 43)","43040",3.4064883526431,45.2834346977548,427.00,24521,1996,2024,34,948,"2024-10-31"
"07891X0018/S","BSS001XGLB","Source de Coustounes (Virargues - 15)","15263",2.91995149198024,45.1231784072116,1020.00,17581,2007,2024,34,522,"2024-10-31"
"07916X0007/SCE","BSS001XJFF","SOURCE DU BARRET ( SANSSAC-L'EGLISE - 43)","43233",3.76678,45.048739,880.00,21450,1994,2024,35,767,"2024-10-31"
"07926X0050/C","BSS001XKJZ","Source de Montivernoux (Yssingeaux - 43)","43268",4.12734883543303,45.0779545808655,1230.00,20134,1996,2024,35,695,"2024-10-31"
"07931X0015/001214","BSS001XKMU","Source de Romanet Aval (Mas-de-Tence - 43)","43129",4.36013630263778,45.1384882620521,1010.00,17618,1994,2024,35,601,"2024-10-31"
"08163X0010/C","BSS001YXLP","Puis de Maltarel Bas (St-Front - 43)","43186",4.15383899865991,44.9374069557282,1370.00,16903,1993,2024,34,551,"2024-10-31"
"06366X0007/F","BSS001QNUG","Le Grand Bois Battu (Vernoux-sur-Boutonne - 79)","79343",-0.2415144839056,46.1577800716136,52.00,20284,1991,2024,35,1441,"2024-10-31"
"06832X0016/S","BSS001SKBB","LA SALLE (SAINT-VAIZE - 17)","17412",-0.622072096694807,45.8220900346888,13.00,10393,1996,2024,14,1005,"2024-10-31"
"06838X0007/BURIE","BSS001SKZE","PERDINAT (BURIE - 17)","17072",-0.423094959810607,45.7752106345835,54.00,8887,2001,2014,14,713,"2024-10-31"
"06861X0010/F","BSS001SNAR","Chavagnac (cellefrouin - 16)","16068",0.426100071034148,45.8740282869638,137.00,7681,2001,2024,35,810,"2024-10-31"
"06865X0009/F","BSS001SNNL","LA ROCHEFOUCAULD","16281",0.395656990261889,45.7411431757789,107.00,12354,2001,2024,35,1203,"2024-10-31"
"07068X0006/HY","BSS001TYNZ","GRAND-FONT (MONTPELLIER-DE-MEDILLAN - 17)","17244",-0.752510118689807,45.6273423971299,22.25,780,2002,2024,11,105,"2024-10-31"
"07081X0507/F","BSS001UABS","PARC FRANCOIS I - ZII AC (COGNAC - 16)","16102",-0.322023274104708,45.7069495918511,8.00,13818,1993,2024,24,1125,"2024-10-31"
"07093X0066/HY","BSS001UCBK","La touvre (le bouillant) (touvre - 16)","16385",0.25658365263734,45.6623689160284,51.00,24408,2001,2024,35,2297,"2024-10-31"
"07374X0002/S1","BSS001VFBY","COUNIL 2","19122",1.78463521206393,45.4580364102669,550.00,6078,2004,2024,34,755,"2024-10-31"
"07552X0003/P1","BSS001VZVA","GOURBEUIL (SAINT-CIERS-SUR-GIRONDE-33)","33389",-0.63271778094258,45.2916802317676,2.10,5767,1987,2024,34,675,"2024-10-31"
"07597X0006/F","BSS001WDTH","FORAGE DE LES REIGNES (MAYAC - 24)","24262",0.960009208268552,45.2647269116783,165.00,4386,2002,2024,33,763,"2024-10-31"
"07781X0014/F8","BSS001WUQY","FORAGE DE COUYRASSEAU (CARCANS - 33)","33097",-1.01470851890477,45.0920938111339,24.00,3399,2007,2023,19,440,"2024-10-31"
"07796X0110/F","BSS001WWWV","FORAGE DE EKA-NOBEL (AMBES - 33)","33004",-0.594443029258778,45.0348783700916,4.50,999,2002,2023,19,230,"2024-10-31"
"05573X0022/S3-C","BSS001MCVQ","PUITS CONTOURS DE BISE","25634",6.33197586334679,46.9315373304852,811.00,39776,1996,2024,35,1001,"2024-10-31"
"06257X0002/320A","BSS001PZNK","PUITS DE LA MADELEINE","01320",4.86267121511002,46.3037920114189,172.00,40736,2001,2024,35,876,"2024-10-31"
"06268X0017/SCE","BSS001QACB","SOURCE DU SOLNAN","01432",5.35960874446263,46.3427082682848,230.00,17273,1995,2024,34,951,"2024-10-31"
"06281X0037/SCE","BSS001QBCF","SOURCE DE L'ENRAGE","39113",5.76983692010375,46.3636341447163,390.00,13119,2006,2024,34,614,"2024-10-31"
"06298X0015/HY","BSS001QCRE","SOURCE DES MOISES","74106",6.47590027045452,46.2838780025893,1100.00,21575,1988,2024,35,1215,"2024-10-31"
"06301X0098/P","BSS001QCXT","PUITS DE L'ABBAYE","74218",6.52355049679182,46.394746253444,380.00,16584,1994,2023,34,829,"2024-10-31"
"06542X0073/SCE1","BSS001RHYT","SOURCE DES EAUX BELLES","74118",6.21779625387719,46.1729536280367,435.00,23130,1987,2024,35,1305,"2024-10-31"
"06553X0009/NO8","BSS001RKEH","SOURCE DES MEUNIERS","74191",6.72710389945764,46.1843693989707,1055.00,13355,2004,2024,34,823,"2024-10-31"
"06741X0008/692A","BSS001SBHL","PUITS DE BEAUREGARD","69264",4.74624502118777,46.0019413017338,170.00,59015,1988,2024,34,1370,"2024-10-31"
"06781X0014/F137A","BSS001SEYR","PUITS DE DOLLAY","74137",6.19108205838253,46.0025191905543,555.00,16722,1987,2024,35,831,"2024-10-31"
"04288X0067/F","BSS001DUFK","Forage de la Chaussee-St-Victor (Chaussee-St-Victor - 41)","41047",1.36437427813417,47.6020163277598,73.00,19975,2007,2024,34,459,"2024-10-31"
"04886X0011/HYAEP","BSS001HQMW","Source de Tauxigny (Tauxigny - 37)","37254",0.834374524594765,47.2204437292813,69.00,30959,2007,2024,33,694,"2024-10-31"
"09506X0059/S","BSS002EBFR","sources (Gousse-40)","40115",-0.918885551303836,43.7699875356218,9.00,3870,1994,2024,33,699,"2024-10-31"
