county,station name,name,height(m),easting,northing,latitude,longitude,open year,close year
Donegal,841,ARDARA (WOODHILL),27,173900,390300,54.75972,-8.40556,1950,1987
Donegal,444,MILFORD (MULROY TERRACE),30,219200,426700,55.0875,-7.7,1948,1960
Donegal,842,FINTOWN,155,191900,402100,54.86667,-8.12639,1948,1964
Donegal,1742,FINTOWN (Kingarrow),198,196420,405425,54.89639,-8.05667,1984,(null)
Donegal,1741,GLENCOLUMBKILLE (DRIMROE),49,154700,385000,54.71111,-8.70278,1976,1997
Donegal,1740,BUNDORAN (MAGHERACAR)G.S.,12,182000,358500,54.475,-8.27778,1953,1994
Donegal,1744,KINDRUM,9,219100,442100,55.22583,-7.7,1984,2001
Donegal,4737,BALLYSHANNON (LAHEEN),88,191200,365000,54.53611,-8.13611,1991,1999
Donegal,4885,ARDARA WWTP,13,173005,391405,54.76972,-8.42028,2019,(null)
Donegal,4985,GWEEDORE WEIR,56,185330,422430,55.04917,-8.23028,2019,(null)
Donegal,1844,FALCARRAGH (Lough Altan),137,193675,425925,55.08056,-8.09972,1988,(null)
Donegal,1840,LOUGH ESKE (EDERGOLE),94,197400,387000,54.73056,-8.04167,1953,2008
Donegal,5085,LOUGH MOURNE WTP,158,208730,391080,54.7675,-7.865,2019,(null)
Donegal,1842,BALLYBOFEY LOUGH MOURNE II,186,207300,390200,54.75944,-7.88639,1987,2003
Donegal,1841,OWENEA (GREENANS),76,187900,394100,54.79444,-8.18889,1981,2013
Donegal,5185,RAPHOE (Tops),100,225805,400285,54.84972,-7.59889,2019,(null)
Donegal,942,CARROWKEEL,15,251000,431500,55.12778,-7.2,1950,2002
Donegal,5237,FINNER,45,184200,360400,54.49194,-8.23972,1996,2011
Donegal,940,BALLINTRA G.S.,40,191800,370000,54.57778,-8.12639,1948,1991
Donegal,941,DOOCHARY (CUMMEEN),56,190400,409700,54.93472,-8.15,1950,1981
Donegal,5337,PETTIGO (THE CROSS),64,208600,365400,54.53667,-7.86722,1997,2003
Donegal,944,CREESLOUGH (Carrownamaddy),88,203200,431800,55.13333,-7.95,1948,(null)
Donegal,943,LOUGH SALT,259,212300,425600,55.07778,-7.80694,1968,1972
Donegal,1940,LOUGH ESKE (DRIMNACARRY),43,196700,381900,54.68472,-8.05139,1953,2008
Donegal,1942,CARRIGANS (Kildrum),61,237480,414805,54.97944,-7.41528,1996,(null)
Donegal,1941,DERRYHENNY DOOCHARY,57,183775,403805,54.88167,-8.25333,1981,(null)
Donegal,1944,DUNFANAGHY (Murroe),76,199450,434155,55.15444,-8.00944,1996,(null)
Donegal,5737,PETTIGO (Belault),72,207110,366685,54.54833,-7.89083,2004,(null)
Donegal,2041,KINCASSLAGH,35,175385,419600,55.02333,-8.38556,1984,(null)
Donegal,2040,LOUGH ESKE (KEADUE),87,201100,383600,54.7,-7.98333,1953,1982
Donegal,2042,KILLYGORDON (Ballyarrell),15,222220,393720,54.79083,-7.65528,1999,(null)
Donegal,2044,GLENVEAGH CASTLE,46,202130,420895,55.03556,-7.9675,1996,2011
Donegal,2075,FINNER,33,184300,360635,54.49389,-8.24306,2010,(null)
Donegal,540,DONEGAL (DIST.HOSP.),17,193500,378600,54.65556,-8.1,1948,1951
Donegal,1041,LOUGHANURE (VOC.SCH.),44,181300,398300,54.83194,-8.29028,1950,1965
Donegal,1040,MOUNTCHARLES (THE HALL),16,187600,376800,54.63889,-8.19167,1950,1971
Donegal,541,DUNLEWY,113,190900,420500,55.03194,-8.14306,1948,2003
Donegal,1044,KERRYKEEL G.S.,23,221400,432300,55.1375,-7.66389,1950,1991
Donegal,544,MILFORD G.S.,30,219300,426600,55.08611,-7.69722,1948,1991
Donegal,1043,LETTERKENNY (Dromore),20,220605,410955,54.94583,-7.67917,1970,(null)
Donegal,1042,PETTIGO (Lough Derg),146,209110,373145,54.60639,-7.85972,1952,(null)
Donegal,543,BUNCRANA G.S.,29,234900,431900,55.13333,-7.45278,1948,1984
Donegal,542,GREENCASTLE,53,264600,440800,55.21,-6.98583,1948,(null)
Donegal,2141,ARDARA (LURGANBOY),37,174500,390200,54.75889,-8.39667,1987,1994
Donegal,2140,KILCAR (FOR.STN.),195,166500,379800,54.66528,-8.51944,1967,1976
Donegal,2144,KERRYKEEL (SHORE ROAD),6,221400,434300,55.15528,-7.665,2002,2004
Donegal,2142,ALTNAPASTE,61,206500,395900,54.81111,-7.89917,2001,2009
Donegal,545,MALIN HEAD (Manual),22,241900,458600,55.37222,-7.33889,1957,2010
Donegal,2244,HORN HEAD,50,200826,438068,55.18972,-7.98778,1892,1917
Donegal,2240,FROSSES (MEENAGRAN),76,184500,383600,54.7,-8.24028,1972,2011
Donegal,8085,Ballyshannon_Cherrymount,30,190065,360410,54.49194,-8.15417,2020,(null)
Donegal,2237,BALLYSHANNON (Cathleen's Fall),38,188660,361120,54.49833,-8.17583,1945,(null)
Donegal,2242,QUIGLEY'S POINT (Three Trees),6,250090,429015,55.10583,-7.21583,2002,(null)
Donegal,2241,KILCLOONEY MORE,27,171685,396140,54.81222,-8.44111,1995,(null)
Donegal,8185,Glenveagh_National_Park,52,204040,422655,55.05139,-7.9375,2020,(null)
Donegal,8285,Illies_WTP,152,241620,433920,55.15083,-7.34806,2020,(null)
Donegal,1141,OWENEA (LIGNAGILLEW),93,187200,393500,54.78889,-8.19861,1953,1981
Donegal,1142,BALLYBOFEY (LOUGH MOURNE),186,206500,389900,54.75694,-7.89861,1964,1987
Donegal,1140,KILLYBEGS,15,171300,375800,54.62917,-8.44444,1950,1994
Donegal,1144,MILFORD (VOC.SCH.),52,219200,427000,55.09028,-7.7,1960,1984
Donegal,1143,TERMON (Goldrum),152,212285,423820,55.06167,-7.80861,1972,(null)
Donegal,2337,BALLYSHANNON (CLIFF HSE.),50,193500,360100,54.48889,-8.1,1945,1991
Donegal,2342,RAPHOE (Tops),61,225805,400285,54.84972,-7.59889,2002,2019
Donegal,2341,DUNGLOE,18,176385,410960,54.94556,-8.36917,1998,(null)
Donegal,2340,KILCAR (Cronasillagh),128,164935,377300,54.64278,-8.54389,1976,(null)
Donegal,9641,M.GLENTORNAN (Grogan More),442,185700,418500,55.01389,-8.22361,1948,(null)
Donegal,9640,M.LOUGH ESKE (BROCKAHY) II,183,197200,387700,54.7375,-8.04306,1994,2008
Donegal,9741,M.GLENTORNAN (L.Nabruckbaddy),366,186400,418400,55.0125,-8.2125,1948,(null)
Donegal,9740,M.MOUNTCHARLES (MUNTERNESSE),34,184400,374900,54.62222,-8.24167,1975,1982
Donegal,9841,M.OWENEA (LOUGH SHIVNAGH),276,187400,391600,54.77222,-8.19583,1953,2013
Donegal,9840,M.LOUGH ESKE (BROCKAHY),305,196900,388300,54.74306,-8.04861,1953,1994
Dublin,10323,STILLORGAN (FARMLEIGH),67,320514,227230,53.28194,-6.19389,1915,1935
Dublin,10123,DUBLIN (FITZWILLIAM SQUARE),16,316404,233098,53.33556,-6.25333,1908,1937
Dublin,10223,ROYAL BOTANIC GARDENS (GLASNEVIN,17,315083,237179,53.3725,-6.27167,1880,1925
Dublin,1223,BELGARD CASTLE,125,307400,229300,53.30278,-6.38889,1914,1963
Dublin,632,LUSK G.S.,23,321700,254300,53.525,-6.16528,1949,2012
Dublin,1232,KINSALEY (AGR.RES.STN.),19,321500,242900,53.42222,-6.17222,1961,2004
Dublin,2523,DUBLIN (Ringsend),7,318900,233900,53.34167,-6.21389,1911,(null)
Dublin,2623,HOWTH CASTLE,11,327900,239000,53.38611,-6.07778,1913,1971
Dublin,2723,STILLORGAN (VARTRY HSE.),80,320200,226800,53.27778,-6.19722,1915,1999
Dublin,2732,ARDGILLAN,62,321791,261102,53.58583,-6.16167,1894,1938
Dublin,1323,DUBLIN (KENILWORTH SQ.),30,314900,231000,53.31667,-6.275,1925,1957
Dublin,2823,DUBLIN (RATHFARNHAM CASTLE),54,314400,229100,53.3,-6.28333,1920,1970
Dublin,1332,MALAHIDE CASTLE,18,322200,245400,53.44444,-6.16111,1965,(null)
Dublin,2832,MALAHIDE (SEAMOUNT),46,323534,245094,53.44167,-6.14167,1908,1939
Dublin,2923,PEAMOUNT (SAN.),88,301200,230800,53.31806,-6.48056,1926,1980
Dublin,232,MALAHIDE G.S.,5,322800,245900,53.44861,-6.15139,1949,1960
Dublin,723,KILLINEY (RATHLEIGH),44,325700,223800,53.25,-6.11667,1925,1949
Dublin,3023,HOWTH (DANESFORT),122,328200,236900,53.36667,-6.07361,1931,1989
Dublin,1423,DUBLIN (BONHAM ST.),11,314500,234100,53.34444,-6.28056,1942,1954
Dublin,732,RUSH G.S.,20,325900,254000,53.52083,-6.10139,1949,1985
Dublin,3423,DALKEY (TORCA HILL),96,326700,226000,53.26944,-6.1,1941,1971
Dublin,1523,DALKEY (MOYTURA),36,325400,226600,53.275,-6.11944,1944,1951
Dublin,3524,BALLYEDMONDUFF HOUSE,335,318500,221800,53.23333,-6.225,1985,(null)
Dublin,1532,BALBRIGGAN (KILSAUGH),40,320500,262200,53.59583,-6.17917,1969,1992
Dublin,432,LUSK (NEVITT),47,317900,256900,53.54861,-6.22083,1923,1982
Dublin,3723,CASEMENT,91,304100,229500,53.30556,-6.43889,1944,(null)
Dublin,823,TALLAGHT (ST.MAELRUAIN'S),99,308900,227100,53.28333,-6.36667,1945,1950
Dublin,1624,GLENCULLEN (TIBRADDEN),335,315900,221300,53.22917,-6.26389,1950,1967
Dublin,1623,DUBLIN (MARROWBONE LANE),15,314300,233800,53.34167,-6.28333,1954,1962
Dublin,3923,DUBLIN (Merrion Square),13,316390,233655,53.34056,-6.25333,1948,(null)
Dublin,4023,DUBLIN (ARUS AN UACHTARAIN),46,312100,235600,53.35833,-6.31667,1948,1973
Dublin,150,DUBLIN AIRPORT-CHECK,69,315700,243000,53.42444,-6.25972,1994,1997
Dublin,832,BALBRIGGAN (TRANS.STN.),26,319800,263700,53.60972,-6.19028,1949,1968
Dublin,4123,DUBLIN (UPR.O'CONNELL ST.),16,315900,234900,53.35139,-6.25972,1948,1979
Dublin,4223,LEIXLIP (GEN.STN.),42,300700,235800,53.3625,-6.4875,1949,2012
Dublin,124,FOXROCK (Clarebeg),59,323300,225000,53.26111,-6.15278,1890,1955
Dublin,4323,RATHCOOLE G.S.,123,302400,226800,53.28194,-6.46389,1949,1970
Dublin,175,PHOENIX PARK,48,309915,236070,53.36361,-6.34972,2003,(null)
Dublin,1723,DUBLIN (Phoenix Park),49,310000,236100,53.36389,-6.34722,1829,2003
Dublin,1732,LUSK NEVITT II,43,318100,256900,53.54861,-6.21806,1982,1992
Dublin,4823,LUCAN G.S.,29,303200,235000,53.35556,-6.45,1949,1982
Dublin,1823,DUBLIN (Glasnevin),21,315175,236910,53.37,-6.27028,1860,(null)
Dublin,932,GARRISTOWN G.S.,126,307000,258600,53.56667,-6.38472,1949,1992
Dublin,1923,GLENASMOLE D.C.W.W.,158,309000,222200,53.23889,-6.36667,1885,2014
Dublin,5523,GLENASMOLE (Castlekelly),183,310200,220800,53.22639,-6.35,1959,2013
Dublin,5580,LH_KISH,11,338200,231000,53.31083,-5.92583,2000,(null)
Dublin,5623,GLENASMOLE (Supt's Lodge),152,309200,222200,53.23889,-6.36389,1959,(null)
Dublin,5680,LH_BAILY,13,329561,236331,53.36167,-6.05472,2000,(null)
Dublin,5723,DUBLIN (BALLSBRIDGE),9,318200,232300,53.32778,-6.225,1959,1972
Dublin,532,DUBLIN AIRPORT,71,316900,243400,53.42778,-6.24083,1939,(null)
Dublin,1023,LAMBAY ISLAND,8,330500,249900,53.48333,-6.03333,1907,1943
Dublin,5823,KILLINEY (TEDBURN),122,325700,225400,53.26389,-6.11667,1961,1992
Dublin,2024,SHANGANAGH,9,325900,223200,53.24444,-6.11389,1966,1991
Dublin,2023,DUN LAOGHAIRE (PEOPLE'S PARK),8,324800,228100,53.28889,-6.12778,1901,1992
Dublin,5923,DUBLIN (BALLYMUN AVE.),61,314200,239000,53.38889,-6.28333,1962,1970
Dublin,5985,DUBLIN (Glasnevin),21,315175,236910,53.368,-6.27028,2018,(null)
Dublin,6023,HOWTH (D.C.),6,327700,239400,53.38889,-6.08056,1962,1994
Dublin,6185,SHANGANAGH WWTP,25,325860,223270,53.24528,-6.11528,2018,(null)
Dublin,6223,DUN LAOGHAIRE (ROSMEEN GDNS.),21,324800,227800,53.28611,-6.12778,1962,1975
Dublin,6323,MILLTOWN (GOLF CLUB),30,316500,229900,53.30694,-6.25278,1963,2000
Dublin,324,SHANKHILL (SHERRINGTON),35,325200,221300,53.22778,-6.125,1921,1956
Dublin,6423,DUBLIN (COOLOCK CHANEL COLL.),40,319600,239100,53.38889,-6.20278,1963,1975
Dublin,6523,DUBLIN (THORNDALE HSE.),40,317500,238200,53.38056,-6.23472,1964,1973
Dublin,2123,DUBLIN (TRINITY COLL.),6,316200,234100,53.34444,-6.25556,1904,1970
Dublin,2124,BALLYEDMONDUFF,277,318700,222300,53.2375,-6.22222,1967,1985
Dublin,6623,BALLYBODEN,107,313100,226500,53.27639,-6.30417,1966,(null)
Dublin,2132,DUBLIN AIRPORT II,69,315700,243000,53.42444,-6.25972,1993,2007
Dublin,6823,TALLAGHT,85,309900,227500,53.28611,-6.35139,1966,1969
Dublin,6923,TIBRADDEN (LARCH HILL),229,314700,223900,53.25278,-6.28056,1967,1992
Dublin,7023,CLONDALKIN,53,307700,231900,53.32639,-6.38333,1967,1985
Dublin,7123,DUBLIN (ST.PAUL'S COLL.),24,320500,237300,53.37222,-6.18889,1967,1970
Dublin,7223,RATHCOOLE-SAGGART,107,303200,227300,53.28611,-6.45278,1969,2001
Dublin,7323,STILLORGAN (PARK HSE.),52,320600,228000,53.28889,-6.19167,1971,1973
Dublin,1123,DUBLIN (LEESON ST.),15,315500,232900,53.33333,-6.26667,1938,1954
Dublin,7423,RATHFARNHAM (ST.COLUMBA COLL.),134,315400,225300,53.26528,-6.27083,1972,1998
Dublin,2232,GARRISTOWN (TOBERGREGAN),115,307800,256500,53.54778,-6.37417,1995,2000
Dublin,7523,DUBLIN (SIMMONSCOURT),9,318300,232000,53.325,-6.225,1972,2015
Dublin,7623,LUCAN (U.C.D.),52,301800,236600,53.36944,-6.47083,1972,1984
Dublin,2223,DUN LAOGHAIRE (HARBOUR YD.),16,324300,228700,53.29444,-6.13611,1905,2001
Dublin,7823,DUBLIN(PEMBROKE ROAD),8,317500,232600,53.33056,-6.23611,1975,1978
Dublin,7923,BRITTAS (Glenaraneen),244,303400,223500,53.25139,-6.45139,1975,(null)
Dublin,8023,DUBLIN (DUNDRUM),61,316700,227900,53.28889,-6.25,1975,2001
Dublin,8223,BLACKROCK,46,321600,227200,53.28139,-6.17611,1982,1997
Dublin,8723,BLANCHARDSTOWN (AUBURN AVE),56,309400,237800,53.37944,-6.35611,1993,1996
Dublin,9023,DUNDRUM (DROMARTIN),64,317700,227700,53.28694,-6.23444,1997,1999
Dublin,332,SKERRIES (MILVERTON HALL),64,323100,259300,53.56944,-6.14167,1907,2007
Dublin,9223,DUN LAOGHAIRE,30,324500,227800,53.28556,-6.1325,1997,(null)
Dublin,9423,LUCAN (HERMITAGE G.C.),46,304100,235800,53.36194,-6.43667,1999,1999
Dublin,9523,DUBLIN (BLACKROCK COLLEGE),8,320400,229700,53.30417,-6.19361,2003,2003
Dublin,9623,KNOCKLYON (ST.COLUMCILLE'S),88,312300,226500,53.27722,-6.31667,2004,2005
Dublin,9723,Dublin-Navan_Road,52,311300,236700,53.36917,-6.32722,2010,2011
Dublin,623,BRITTAS,246,303500,221400,53.23333,-6.45,1938,1943
Dublin,9823,DUBLIN (MERRION SQUARE),13,316400,233500,53.33889,-6.25278,2011,2011
Dublin,2423,DUBLIN (CLONTARF),5,318100,236300,53.36389,-6.225,1911,2001
Galway,9927,M.MAAM (KILMEELICKIN),314,94100,255800,53.54167,-9.59722,1968,1983
Galway,9926,M.OWENGLIN (BENBAUN),427,77700,254100,53.52222,-9.84444,1953,1961
Galway,2428,BALLINASLOE(KILCLOONEY),46,182700,231800,53.33611,-8.25972,1976,1979
Galway,628,AHASCRAGH (CLONBROCK),58,174500,239200,53.40278,-8.38333,1874,1993
Galway,2425,ROUNDSTONE_Toombeola,15,75335,244470,53.435,-9.873,2019,(null)
Galway,627,CONG (FOR.STN.),30,114200,254800,53.53611,-9.29444,1941,1961
Galway,1219,WOODFORD (FOR.STN.),82,173200,200300,53.05278,-8.4,1943,1960
Galway,1221,ATHENRY (ATTYMON),78,158500,228500,53.30556,-8.62222,1951,1991
Galway,1226,CLEGGAN FARM,18,61000,258800,53.56111,-10.09722,1971,1980
Galway,1225,COSTELLOE FISHERY,12,97455,226775,53.28167,-9.53806,1960,(null)
Galway,2521,CRAUGHWELL (Grenage),27,149720,219970,53.22806,-8.75361,1985,(null)
Galway,2528,BALLYFORAN (BORD NA MONA),47,179885,243300,53.43972,-8.30333,1976,2019
Galway,2527,MAAM G.S.,18,96100,252400,53.51111,-9.56667,1941,1988
Galway,2526,MOYARD (Shanbolard),64,63660,258840,53.56194,-10.05833,1997,(null)
Galway,2619,KILRICKLE G.S.,100,170000,220100,53.23056,-8.45,1943,1989
Galway,2621,BALLYFA,82,165800,226800,53.29056,-8.51333,1993,2013
Galway,2626,KYLEMORE ABBEY GARDENS,61,73125,259219,53.56389,-9.91083,2000,(null)
Galway,2628,BALLINASLOE (Derrymullen),43,183350,232360,53.34139,-8.25083,1985,(null)
Galway,2627,OUGHTERARD G.S.,15,112100,242800,53.42778,-9.32222,1941,1983
Galway,225,ROSMUCK (Voc.Sch.),15,92800,238500,53.38611,-9.61111,1950,1963
Galway,2719,KILTORMER,78,181900,221000,53.23889,-8.27083,1943,(null)
Galway,2721,LOUGHREA (Rathruddy West),76,160015,218055,53.21167,-8.56583,1998,(null)
Galway,1318,SHANAGLISH G.S.,40,143900,195300,53.00556,-8.83611,1943,1990
Galway,2726,LEENANE (Glanagimla),17,89560,262950,53.605,-9.66917,2005,(null)
Galway,2728,BALLINASLOE (ST.ENDA'S),56,186700,231900,53.3375,-8.19917,1988,1993
Galway,227,GALWAY (Grammar Sch.),20,130500,225500,53.275,-9.04167,1931,1958
Galway,1321,ARDRAHAN G.S.,43,146000,212000,53.15556,-8.80694,1952,1983
Galway,1325,BALLYNAHINCH (FOR.STN.),27,75300,248600,53.47222,-9.87778,1962,1985
Galway,1327,DUNMORE G.S.,61,151500,263500,53.61944,-8.73333,1941,1991
Galway,1326,OWENGLIN (BARNANONG NO.2),98,73900,251400,53.49722,-9.9,1970,1981
Galway,2819,EYRECOURT G.S.,58,191100,216300,53.19722,-8.13333,1943,1990
Galway,1328,WILLIAMSTOWN G.S.,88,161600,269900,53.67778,-8.58056,1944,1969
Galway,2821,ARDRAHAN (Grannagh),46,150195,211105,53.14833,-8.745,1998,(null)
Galway,2828,BALLINASLOE (Pollboy Lock),46,187255,229210,53.31333,-8.19194,2002,(null)
Galway,2919,KILLIMOR G.S.,59,180900,212800,53.16528,-8.28611,1943,1984
Galway,2927,CASTLE HACKET,43,135900,250100,53.49722,-8.96667,1943,1975
Galway,2926,KYLEMORE CASTLE,61,73441,258785,53.56389,-9.91083,1889,1904
Galway,3021,WOODLAWN,101,168760,231600,53.33389,-8.46972,2014,(null)
Galway,721,CRAUGHWELL G.S.,27,151000,220300,53.23056,-8.73333,1943,1984
Galway,727,GALWAY (TRANS.STN.),18,130700,226100,53.28056,-9.03889,1941,1956
Galway,3028,KILCONNEL RECTORY,98,173325,231254,53.33111,-8.40111,1875,1886
